uri,lcsh_topic,lcsh_t1,count
http://bnb.data.bl.uk/id/resource/005648103,Austria. Armee--Uniforms--History--18th century,Austria. Armee,2
http://bnb.data.bl.uk/id/resource/005648126,Composite materials--Congresses,Composite materials industry,17
http://bnb.data.bl.uk/id/resource/005648127,Nitric oxide--Therapeutic use--Testing--Congresses,Nitric oxide,5
http://bnb.data.bl.uk/id/resource/005648193,Management--Programmed instruction,Management,59
http://bnb.data.bl.uk/id/resource/005648250,"Children's poetry, English--Staffordshire (England)","Children's poetry, English",18
http://bnb.data.bl.uk/id/resource/005648260,English poetry--20th century,English poetry,161
http://bnb.data.bl.uk/id/resource/005648262,English poetry--Scottish authors,English poetry,161
http://bnb.data.bl.uk/id/resource/005648267,English poetry--Scottish authors,English poetry,161
http://bnb.data.bl.uk/id/resource/005648269,English poetry--20th century,English poetry,161
http://bnb.data.bl.uk/id/resource/005648274,English poetry--20th century,English poetry,161
http://bnb.data.bl.uk/id/resource/005648278,English poetry--20th century,English poetry,161
http://bnb.data.bl.uk/id/resource/005648282,English poetry--20th century,English poetry,161
http://bnb.data.bl.uk/id/resource/005648320,Helicopters--Design and construction--Congresses,Helicopters,1
http://bnb.data.bl.uk/id/resource/005648356,England--Social life and customs--19th century,England,417
http://bnb.data.bl.uk/id/resource/005648373,Judges--Ireland--History,Judges,4
http://bnb.data.bl.uk/id/resource/005648420,"English poetry--Old English, ca. 450-1100"",""English poetry--Old English, ca.450-1100",English poetry,161
http://bnb.data.bl.uk/id/resource/005648423,Universities and colleges--Great Britain--Data processing,Universities and colleges,121
http://bnb.data.bl.uk/id/resource/005648467,Women--Literary collections,Women,110
http://bnb.data.bl.uk/id/resource/005648528,Mathematics--Study and teaching (Secondary),Mathematics,1650
http://bnb.data.bl.uk/id/resource/005648545,Neolithic period--England--Study and teaching,Neolithic period,417
http://bnb.data.bl.uk/id/resource/005648546,Palestine--History--1917-1948,Palestine,9
http://bnb.data.bl.uk/id/resource/005648547,Mental illness--Physiological aspects,Mental illness,6
http://bnb.data.bl.uk/id/resource/005648548,Mental illness--Physiological aspects,Mental illness,6
http://bnb.data.bl.uk/id/resource/005648554,"Gujarati language--Problems, exercises, etc.",Gujarati language,3
http://bnb.data.bl.uk/id/resource/005648555,"Gujarati language--Problems, exercises, etc.",Gujarati language,3
http://bnb.data.bl.uk/id/resource/005648556,"Gujarati language--Problems, exercises, etc.",Gujarati language,3
http://bnb.data.bl.uk/id/resource/005648567,Menopause--Hormone therapy--Congresses,Menopause,1
http://bnb.data.bl.uk/id/resource/005648569,Histamine receptors,Histamine receptors,3
http://bnb.data.bl.uk/id/resource/005648570,Histamine receptors,Histamine receptors,3
http://bnb.data.bl.uk/id/resource/005648573,Histamine receptors,Histamine receptors,3
http://bnb.data.bl.uk/id/resource/005648600,Persian literature--History and criticism,Persian literature,48
http://bnb.data.bl.uk/id/resource/005648629,Japanese language--Dictionaries--English,Japanese language,2148
http://bnb.data.bl.uk/id/resource/005648694,Obstetrics--Bibliography--Periodicals,Obstetrics,16
http://bnb.data.bl.uk/id/resource/005648701,Ships--Recognition,Ships,16
http://bnb.data.bl.uk/id/resource/005648786,"Devon--History, Local--Sources",Devon,70
http://bnb.data.bl.uk/id/resource/005648787,"Devon--History, Local--Sources",Devon,70
http://bnb.data.bl.uk/id/resource/005648788,"Devon--History, Local--Sources",Devon,70
http://bnb.data.bl.uk/id/resource/005648789,"Devon--History, Local--Sources",Devon,70
http://bnb.data.bl.uk/id/resource/005648790,"Devon--History, Local--Sources",Devon,70
http://bnb.data.bl.uk/id/resource/005648791,"Devon--History, Local--Sources",Devon,70
http://bnb.data.bl.uk/id/resource/005648830,Materials--Fatigue--Congresses,Materials,73
http://bnb.data.bl.uk/id/resource/005648831,Materials--Fatigue--Congresses,Materials,73
http://bnb.data.bl.uk/id/resource/005648832,Materials--Fatigue,Materials,73
http://bnb.data.bl.uk/id/resource/005648833,Materials--Fatigue--Congresses,Materials,73
http://bnb.data.bl.uk/id/resource/005648839,"World War 1939-1945--Germany"",""World War, 1939-1945--Germany",World War 1939-1945,46
http://bnb.data.bl.uk/id/resource/005648908,Pwllheli (Wales)--Social life and customs--Pictorial works,Pwllheli (Wales),2
http://bnb.data.bl.uk/id/resource/005648917,Wales--Description and travel--Early works to 1800,"Wales, North",234
http://bnb.data.bl.uk/id/resource/005648932,"Rubens, Peter Paul, 1577-1640--Criticism and interpretation","Rubens, Peter Paul, 1577-1640",4
http://bnb.data.bl.uk/id/resource/005648934,Sculpture--Copying,Sculpture,4
http://bnb.data.bl.uk/id/resource/005648992,Tobacco,Tobacco,8
http://bnb.data.bl.uk/id/resource/005649014,England--Religion,England,417
http://bnb.data.bl.uk/id/resource/005649019,Titanic (Steamship)--History--Sources,Titanic (Steamship),16
http://bnb.data.bl.uk/id/resource/005649042,Historic buildings--Conservation and restoration,Historic buildings,69
http://bnb.data.bl.uk/id/resource/005649043,Brickmaking--Technique,Brickmaking,6
http://bnb.data.bl.uk/id/resource/005649044,Brickmaking--Technique,Brickmaking,6
http://bnb.data.bl.uk/id/resource/005649045,Historic buildings--Conservation and restoration,Historic buildings,69
http://bnb.data.bl.uk/id/resource/005649074,Estuarine ecology--Great Britain,Estuarine ecology,8
http://bnb.data.bl.uk/id/resource/005649075,Estuarine ecology--Great Britain,Estuarine ecology,8
http://bnb.data.bl.uk/id/resource/005649076,Estuarine ecology--Great Britain,Estuarine ecology,8
http://bnb.data.bl.uk/id/resource/005649077,"Estuaries--England, Southern",Estuaries,5
http://bnb.data.bl.uk/id/resource/005649083,Stadiums--Specifications--Great Britain,Stadiums,1
http://bnb.data.bl.uk/id/resource/005649114,Wahhābīyah--Saudi Arabia,Wahhābīyah,3
http://bnb.data.bl.uk/id/resource/005649115,Wahhābīyah--Saudi Arabia,Wahhābīyah,3
http://bnb.data.bl.uk/id/resource/005649117,Middle East--Description and travel,Middle East,24
http://bnb.data.bl.uk/id/resource/005649123,"Nigerian National Archives (Kaduna, Nigeria)--Catalogs","Nigerian National Archives (Kaduna, Nigeria)",3
http://bnb.data.bl.uk/id/resource/005649124,Islamic literature--Manuscripts--Library resources--Directories,Islamic literature,16
http://bnb.data.bl.uk/id/resource/005649187,Electric vehicles,Electric vehicles,62
http://bnb.data.bl.uk/id/resource/005649263,Frame relay (Data transmission),Frame relay (Data transmission),1
http://bnb.data.bl.uk/id/resource/005649264,Selling--Data processing,Selling,61
http://bnb.data.bl.uk/id/resource/005649302,Molecular biology,Molecular biology,21
http://bnb.data.bl.uk/id/resource/005649412,"Pushkin, Aleksandr Sergeevich, 1799-1837--Notebooks, sketchbooks, etc.","Pushkin, Aleksandr Sergeevich, 1799-1837",4
http://bnb.data.bl.uk/id/resource/005649413,"Pushkin, Aleksandr Sergeevich, 1799-1837--Notebooks, sketchbooks, etc.","Pushkin, Aleksandr Sergeevich, 1799-1837",4
http://bnb.data.bl.uk/id/resource/005649414,"Pushkin, Aleksandr Sergeevich, 1799-1837--Notebooks, sketchbooks, etc.","Pushkin, Aleksandr Sergeevich, 1799-1837",4
http://bnb.data.bl.uk/id/resource/005649418,National health services--Great Britain--Finance--Evaluation,National health services,14
http://bnb.data.bl.uk/id/resource/005649432,Hoverflies--Great Britain--Identification,Hoverflies,2
http://bnb.data.bl.uk/id/resource/005649440,"Manuscripts, Syriac--Egypt--Ismant el-Kharab","Manuscripts, Syriac",2
http://bnb.data.bl.uk/id/resource/005649486,Philosophy,Philosophy,90
http://bnb.data.bl.uk/id/resource/005649491,Protected areas,Protected areas,6
http://bnb.data.bl.uk/id/resource/005649492,Protected areas,Protected areas,6
http://bnb.data.bl.uk/id/resource/005649494,Marine resources conservation--South Asia,Marine resources conservation,11
http://bnb.data.bl.uk/id/resource/005649495,Marine resources conservation--South Asia,Marine resources conservation,11
http://bnb.data.bl.uk/id/resource/005649496,Marine resources conservation--South Asia,Marine resources conservation,11
http://bnb.data.bl.uk/id/resource/005649497,Marine resources conservation--South Asia,Marine resources conservation,11
http://bnb.data.bl.uk/id/resource/005649498,Phytogeography,Phytogeography,66
http://bnb.data.bl.uk/id/resource/005649499,Phytogeography,Phytogeography,66
http://bnb.data.bl.uk/id/resource/005649500,Phytogeography,Phytogeography,66
http://bnb.data.bl.uk/id/resource/005649501,Plant conservation--Islands of the Mediterranean,Plant conservation,5
http://bnb.data.bl.uk/id/resource/005649504,Comparative law,Comparative law,16
http://bnb.data.bl.uk/id/resource/005649505,"Chemistry, Technical--Encyclopedias","Chemistry, Technical",60
http://bnb.data.bl.uk/id/resource/005649506,"Chemistry, Technical--Encyclopedias","Chemistry, Technical",60
http://bnb.data.bl.uk/id/resource/005649507,Corrosion and anti-corrosives,Corrosion and anti-corrosives,19
http://bnb.data.bl.uk/id/resource/005649509,Detectors,Detectors,8
http://bnb.data.bl.uk/id/resource/005649510,Materials,Materials,73
http://bnb.data.bl.uk/id/resource/005649515,Materials,Materials,73
http://bnb.data.bl.uk/id/resource/005649516,Materials,Materials,73
http://bnb.data.bl.uk/id/resource/005649518,Ternary alloys,Ternary alloys,3
http://bnb.data.bl.uk/id/resource/005649519,Threshold limit values (Industrial toxicology)--Germany,Threshold limit values (Industrial toxicology),2
http://bnb.data.bl.uk/id/resource/005649521,Biotechnology,Biotechnology,30
http://bnb.data.bl.uk/id/resource/005649522,Biotechnology,Biotechnology,30
http://bnb.data.bl.uk/id/resource/005649523,Biotechnology,Biotechnology,30
http://bnb.data.bl.uk/id/resource/005649524,Molecular genetics--Encyclopedias,Molecular genetics,30
http://bnb.data.bl.uk/id/resource/005649525,Molecular genetics--Encyclopedias,Molecular genetics,30
http://bnb.data.bl.uk/id/resource/005649526,Molecular genetics--Encyclopedias,Molecular genetics,30
http://bnb.data.bl.uk/id/resource/005649527,Molecular genetics--Encyclopedias,Molecular genetics,30
http://bnb.data.bl.uk/id/resource/005649528,Molecular genetics--Encyclopedias,Molecular genetics,30
http://bnb.data.bl.uk/id/resource/005649529,Molecular genetics--Encyclopedias,Molecular genetics,30
http://bnb.data.bl.uk/id/resource/005649530,Organic compounds--Synthesis,Organic compounds,86
http://bnb.data.bl.uk/id/resource/005649532,Diazo compounds,Diazo compounds,3
http://bnb.data.bl.uk/id/resource/005649533,Detectors,Detectors,8
http://bnb.data.bl.uk/id/resource/005649536,Physics--Encyclopedias,Physics,187
http://bnb.data.bl.uk/id/resource/005649537,Materials science,Materials science,73
http://bnb.data.bl.uk/id/resource/005649539,Membranes (Biology),Membranes (Biology),16
http://bnb.data.bl.uk/id/resource/005649541,Offshore structures,Offshore structures,6
http://bnb.data.bl.uk/id/resource/005649543,Calculus of variations,Calculus of variations,2
http://bnb.data.bl.uk/id/resource/005649544,Toxicity testing,Toxicity testing,5
http://bnb.data.bl.uk/id/resource/005649545,Herbs--Toxicology,Herbs,4
http://bnb.data.bl.uk/id/resource/005649546,Statistical physics,Statistical physics,1
http://bnb.data.bl.uk/id/resource/005649547,"Steel--Handbooks, manuals, etc.",Steel,29
http://bnb.data.bl.uk/id/resource/005649548,Waves,Waves,16
http://bnb.data.bl.uk/id/resource/005649549,Primates--Diseases,Primates as laboratory animals,15
http://bnb.data.bl.uk/id/resource/005649550,Calculus of variations,Calculus of variations,2
http://bnb.data.bl.uk/id/resource/005649552,Reflection (Physics),Reflection (Physics),4
http://bnb.data.bl.uk/id/resource/005649553,Soil remediation,Soil remediation,4
http://bnb.data.bl.uk/id/resource/005649554,Phylogeny,Phylogeny,1
http://bnb.data.bl.uk/id/resource/005649555,Production engineering--Dictionaries--Polyglot,Production engineering,21
http://bnb.data.bl.uk/id/resource/005649561,Information storage and retrieval systems--Dictionaries,Information storage and retrieval systems,69
http://bnb.data.bl.uk/id/resource/005649562,Information technology--Acronyms--Dictionaries--Polyglot,Information technology,61
http://bnb.data.bl.uk/id/resource/005649565,Cinematographers--Directories,Cinematographers,3
http://bnb.data.bl.uk/id/resource/005649572,Immunology,Immunology,20
http://bnb.data.bl.uk/id/resource/005649573,Tumors in children,Tumors in children,2
http://bnb.data.bl.uk/id/resource/005649574,Music--Dictionaries--German,Music,143
http://bnb.data.bl.uk/id/resource/005649580,Folk music,Folk music,9
http://bnb.data.bl.uk/id/resource/005649591,Taiwan--Foreign economic relations,Taiwan,61
http://bnb.data.bl.uk/id/resource/005649592,Taiwan--Foreign economic relations,Taiwan,61
http://bnb.data.bl.uk/id/resource/005649593,Immune response,Immune response,50
http://bnb.data.bl.uk/id/resource/005649594,Immune response,Immune response,50
http://bnb.data.bl.uk/id/resource/005649595,Immune response,Immune response,50
http://bnb.data.bl.uk/id/resource/005649596,Immune response,Immune response,50
http://bnb.data.bl.uk/id/resource/005649597,Dental caries,Dental caries,2
http://bnb.data.bl.uk/id/resource/005649598,Dental caries,Dental caries,2
http://bnb.data.bl.uk/id/resource/005649599,Skin--Diseases,Skin,13
http://bnb.data.bl.uk/id/resource/005649606,"Chemistry, Organic","Chemistry, Organic",119
http://bnb.data.bl.uk/id/resource/005649618,Krishna (Hindu deity),Krishna (Hindu deity),2
http://bnb.data.bl.uk/id/resource/005649619,Hinduism,Hinduism,2
http://bnb.data.bl.uk/id/resource/005649622,Spanish imprints,Spanish imprints,3
http://bnb.data.bl.uk/id/resource/005649623,Spanish imprints,Spanish imprints,3
http://bnb.data.bl.uk/id/resource/005649635,Law of the sea,Law of the sea,1
http://bnb.data.bl.uk/id/resource/005649638,Plant tissue culture,Plant tissue culture,19
http://bnb.data.bl.uk/id/resource/005649639,Plant tissue culture,Plant tissue culture,19
http://bnb.data.bl.uk/id/resource/005649640,Plant tissue culture,Plant tissue culture,19
http://bnb.data.bl.uk/id/resource/005649647,Philosophy,Philosophy,90
http://bnb.data.bl.uk/id/resource/005649651,Philosophy,Philosophy,90
http://bnb.data.bl.uk/id/resource/005649659,Language acquisition,Language acquisition,7
http://bnb.data.bl.uk/id/resource/005649660,Continuum mechanics,Continuum mechanics,5
http://bnb.data.bl.uk/id/resource/005649663,Solar energy,Solar energy,5
http://bnb.data.bl.uk/id/resource/005649664,Statistical mechanics,Statistical mechanics,7
http://bnb.data.bl.uk/id/resource/005649665,Crystallography,Crystallography,12
http://bnb.data.bl.uk/id/resource/005649666,Crystallography,Crystallography,12
http://bnb.data.bl.uk/id/resource/005649668,"Philosophy, American","Philosophy, American",3
http://bnb.data.bl.uk/id/resource/005649669,International law--Philosophy,International law,92
http://bnb.data.bl.uk/id/resource/005649675,Justice,Justice,12
http://bnb.data.bl.uk/id/resource/005649679,Telecommunication--European Union,Telecommunication policy,61
http://bnb.data.bl.uk/id/resource/005649680,Immunology,Immunology,20
http://bnb.data.bl.uk/id/resource/005649685,Spiritual life--Miscellanea,Spiritual life,11
http://bnb.data.bl.uk/id/resource/005649686,Spiritual life--Miscellanea,Spiritual life,11
http://bnb.data.bl.uk/id/resource/005649689,Liquefied gas carriers--Design and construction--Standards,Liquefied gas carriers,3
http://bnb.data.bl.uk/id/resource/005649690,Ships--Cargo,Ships,16
http://bnb.data.bl.uk/id/resource/005649692,Tumors--Classification,Tumors in animals,9
http://bnb.data.bl.uk/id/resource/005649707,Museums--Great Britain--Evaluation,Museums,21
http://bnb.data.bl.uk/id/resource/005649708,Museums--Great Britain--Evaluation,Museums,21
http://bnb.data.bl.uk/id/resource/005649709,Internet marketing,Internet marketing,12
http://bnb.data.bl.uk/id/resource/005649710,Public housing--Scotland--West Lothian,Public housing,50
http://bnb.data.bl.uk/id/resource/005649713,Food industry and trade--Quality and control,Food industry and trade,70
http://bnb.data.bl.uk/id/resource/005649717,Paleontology--Cretaceous,Paleontology,52
http://bnb.data.bl.uk/id/resource/005649718,Window industry--Ireland,Window industry,220
http://bnb.data.bl.uk/id/resource/005649721,Bothwell (Scotland)--Genealogy,Bothwell (Scotland),2
http://bnb.data.bl.uk/id/resource/005649722,Leadhills (Scotland)--Genealogy,Leadhills (Scotland),2
http://bnb.data.bl.uk/id/resource/005649723,Blantyre (Scotland)--Genealogy,Blantyre (Scotland),2
http://bnb.data.bl.uk/id/resource/005649728,Carmichael (Scotland)--Genealogy,Carmichael (Scotland),2
http://bnb.data.bl.uk/id/resource/005649730,Carstairs (Scotland)--Genealogy,Carstairs (Scotland),2
http://bnb.data.bl.uk/id/resource/005649731,Hamilton (Scotland)--Genealogy,Hamilton (Scotland),2
http://bnb.data.bl.uk/id/resource/005649732,Carluke (Scotland)--Genealogy,Carluke (Scotland),2
http://bnb.data.bl.uk/id/resource/005649733,Carnwath (Scotland)--Genealogy,Carnwath (Scotland),2
http://bnb.data.bl.uk/id/resource/005649734,Walston (Scotland)--Genealogy,Walston (Scotland),2
http://bnb.data.bl.uk/id/resource/005649735,Glassford (Scotland)--Genealogy,Glassford (Scotland),2
http://bnb.data.bl.uk/id/resource/005649736,Dalserf (Scotland)--Genealogy,Dalserf (Scotland),2
http://bnb.data.bl.uk/id/resource/005649740,Quothquan (Scotland)--Genealogy,Quothquan (Scotland),2
http://bnb.data.bl.uk/id/resource/005649742,"Culter (Lanarkshire, Scotland)--Genealogy","Culter (Lanarkshire, Scotland)",2
http://bnb.data.bl.uk/id/resource/005649743,Cadder (Scotland)--Genealogy,Cadder (Scotland),2
http://bnb.data.bl.uk/id/resource/005649745,Wiston and Roberton (Scotland)--Genealogy,Wiston and Roberton (Scotland),2
http://bnb.data.bl.uk/id/resource/005649747,Huguenots--England--Biography,Huguenots,417
http://bnb.data.bl.uk/id/resource/005649751,Supply and demand,Supply and demand,3176
http://bnb.data.bl.uk/id/resource/005649753,Taxation--Law and legislation--Ireland,Taxation,105
http://bnb.data.bl.uk/id/resource/005649754,Taxation--Law and legislation--Ireland,Taxation,105
http://bnb.data.bl.uk/id/resource/005649755,Child welfare--Scotland--Edinburgh,Child welfare,15
http://bnb.data.bl.uk/id/resource/005649756,People with disabilities--Medical care--Scotland,People with disabilities,53
http://bnb.data.bl.uk/id/resource/005649761,Dalziel (Scotland)--Genealogy,Dalziel (Scotland),2
http://bnb.data.bl.uk/id/resource/005649766,Representative government and representation--Scotland--Orkney,Representative government and representation,14
http://bnb.data.bl.uk/id/resource/005649767,Representative government and representation--Scotland--East Renfrewshire,Representative government and representation,14
http://bnb.data.bl.uk/id/resource/005649772,"Stirling (Stirling, Scotland)--Boundaries","Stirling (Stirling, Scotland)",14
http://bnb.data.bl.uk/id/resource/005649773,Representative government and representation--Scotland--East Ayrshire,Representative government and representation,14
http://bnb.data.bl.uk/id/resource/005649776,Harbors--Access--Directories,Harbors,41
http://bnb.data.bl.uk/id/resource/005649795,"Dickson, Graham T.--Sermons","Dickson, Graham T.",1
http://bnb.data.bl.uk/id/resource/005649797,United States--Economic conditions--Econometric models,United States,262
http://bnb.data.bl.uk/id/resource/005649801,Voyages and travels--Drama,Voyages and travels,192
http://bnb.data.bl.uk/id/resource/005649804,Hurling (Game)--Law and legislation,Hurling (Game),4
http://bnb.data.bl.uk/id/resource/005649807,Lobster fisheries--Scotland--Shetland,Lobster fisheries,4
http://bnb.data.bl.uk/id/resource/005649810,Regional planning--Scotland--Ayrshire,Regional planning,319
http://bnb.data.bl.uk/id/resource/005649821,Signs and signboards--Ireland--Dublin--Planning,Signs and signboards,146
http://bnb.data.bl.uk/id/resource/005649822,Learning disabled--Services for--Northern Ireland,Learning disabled youth,9
http://bnb.data.bl.uk/id/resource/005649825,Regional planning--Scotland--Ayrshire,Regional planning,319
http://bnb.data.bl.uk/id/resource/005649828,Rural development--Ireland--Meath,Rural development,36
http://bnb.data.bl.uk/id/resource/005649830,Rural development--Ireland--Meath,Rural development,36
http://bnb.data.bl.uk/id/resource/005649831,Rural development--Ireland--Meath,Rural development,36
http://bnb.data.bl.uk/id/resource/005649832,Women in education--Ireland,Women in education,154
http://bnb.data.bl.uk/id/resource/005649843,Sex instruction for children--Scotland--Religious aspects--Catholic Church,Sex instruction for children,2
http://bnb.data.bl.uk/id/resource/005649851,India--Fiction,India,78
http://bnb.data.bl.uk/id/resource/005649855,Materials science,Materials science,19
http://bnb.data.bl.uk/id/resource/005649856,"Sermons, English (Old)","Sermons, English (Old)",7
http://bnb.data.bl.uk/id/resource/005649857,Data warehousing,Data warehousing,1
http://bnb.data.bl.uk/id/resource/005649861,Treforest (Wales)--Religious institutions,Treforest (Wales),19
http://bnb.data.bl.uk/id/resource/005649866,City planning--Ireland--Midleton,City planning,146
http://bnb.data.bl.uk/id/resource/005649867,City planning--Ireland--Skibbereen,City planning,146
http://bnb.data.bl.uk/id/resource/005649870,Medicine--Ireland,Medicine,211
http://bnb.data.bl.uk/id/resource/005649873,Computer games,Computer games,2
http://bnb.data.bl.uk/id/resource/005649876,Fire prevention--Great Britain,Fire prevention,14
http://bnb.data.bl.uk/id/resource/005649879,Soundproofing,Soundproofing,3
http://bnb.data.bl.uk/id/resource/005649882,Skerries (Ireland)--History,Skerries (Ireland),10
http://bnb.data.bl.uk/id/resource/005649897,International crimes,International crimes,1
http://bnb.data.bl.uk/id/resource/005649898,Industrial safety,Industrial safety,42
http://bnb.data.bl.uk/id/resource/005649902,United States--Politics and government--19th century,United States,262
http://bnb.data.bl.uk/id/resource/005649903,Sound recordings--Catalogs,Sound recordings,4
http://bnb.data.bl.uk/id/resource/005649907,Kenfig (Wales)--History,Kenfig (Wales),4
http://bnb.data.bl.uk/id/resource/005649908,Kenfig (Wales)--History,Kenfig (Wales),4
http://bnb.data.bl.uk/id/resource/005649917,Toys--Design,Toys,97
http://bnb.data.bl.uk/id/resource/005649919,Monologues,Monologues,37
http://bnb.data.bl.uk/id/resource/005649922,Technology--Study and teaching (Elementary)--Wales,Technology,97
http://bnb.data.bl.uk/id/resource/005649924,Career education--Northern Ireland,Career education,4
http://bnb.data.bl.uk/id/resource/005649929,Wiltshire (England)--Social conditions--Sources,Wiltshire (England),11
http://bnb.data.bl.uk/id/resource/005649931,Police--Northern Ireland,Police,39
http://bnb.data.bl.uk/id/resource/005649932,Universities and colleges--Standards--Great Britain,Universities and colleges,121
http://bnb.data.bl.uk/id/resource/005649934,School children--Rating of--Great Britain,School children,30
http://bnb.data.bl.uk/id/resource/005649938,Decimal fractions,Decimal fractions,1
http://bnb.data.bl.uk/id/resource/005649947,Teenagers--China--History--17th century--Fiction,Teenagers,61
http://bnb.data.bl.uk/id/resource/005649954,Vegetation surveys--Ireland,Vegetation surveys,8
http://bnb.data.bl.uk/id/resource/005649956,Crayfish--Ireland,Crayfish,1
http://bnb.data.bl.uk/id/resource/005649968,English poetry--Irish authors--20th century,English poetry,161
http://bnb.data.bl.uk/id/resource/005649973,"Clare (Ireland : County)--Buildings, structures, etc.",Clare (Ireland : County),126
http://bnb.data.bl.uk/id/resource/005649976,Tourism--Economic aspects,Tourism,63
http://bnb.data.bl.uk/id/resource/005649977,Tourism--Economic aspects,Tourism,63
http://bnb.data.bl.uk/id/resource/005649978,Water-supply--Ireland,Water-supply,22
http://bnb.data.bl.uk/id/resource/005649981,Galician literature--Congresses,Galician literature,2
http://bnb.data.bl.uk/id/resource/005649983,Mediation--Ireland,Mediation,3
http://bnb.data.bl.uk/id/resource/005649990,Constitutional law--United States,Constitutional law,12
http://bnb.data.bl.uk/id/resource/005649995,Blind-deaf--Services for--Wales,Blind-deaf,1
http://bnb.data.bl.uk/id/resource/005649997,Narcotic addicts--Services for--Ireland,Narcotic addicts,2
http://bnb.data.bl.uk/id/resource/005649998,"Poets, English--19th century--Correspondence","Poets, English",23
http://bnb.data.bl.uk/id/resource/005650001,Respiratory organs--Diseases--Europe,Respiratory organs,10
http://bnb.data.bl.uk/id/resource/005650004,Constitutional law--United States--States,Constitutional law,12
http://bnb.data.bl.uk/id/resource/005650005,Nursing--Study and teaching (Continuing education)--Scotland,Nursing,22
http://bnb.data.bl.uk/id/resource/005650006,National health services--Great Britain,National health services,17
http://bnb.data.bl.uk/id/resource/005650012,Microeconomics,Microeconomics,18
http://bnb.data.bl.uk/id/resource/005650015,Regional planning--Ireland--Offaly,Regional planning,319
http://bnb.data.bl.uk/id/resource/005650016,Cairngorms (Scotland)--Environmental aspects,Cairngorms (Scotland),2
http://bnb.data.bl.uk/id/resource/005650020,Pediatric neuropsychiatry,Pediatric neuropsychiatry,4
http://bnb.data.bl.uk/id/resource/005650027,Interest--Taxation--Ireland,Interest,9
http://bnb.data.bl.uk/id/resource/005650028,"Songs, Irish--Ireland--Connaught","Songs, Irish",143
http://bnb.data.bl.uk/id/resource/005650035,Engineering design--Data processing,Engineering design,10
http://bnb.data.bl.uk/id/resource/005650036,Mathematics--Study and teaching (Primary),Mathematics,1650
http://bnb.data.bl.uk/id/resource/005650037,Irish poetry--20th century,Irish poetry,211
http://bnb.data.bl.uk/id/resource/005650038,"Authors, Irish--Biography","Authors, Irish",12
http://bnb.data.bl.uk/id/resource/005650040,Great Britain--Colonies--History--20th century,Great Britain,3176
http://bnb.data.bl.uk/id/resource/005650042,Regional planning--Scotland--Lanarkshire,Regional planning,319
http://bnb.data.bl.uk/id/resource/005650043,Veterinary drugs--Law and legislation--European Union Countries,Veterinary drugs,5
http://bnb.data.bl.uk/id/resource/005650048,Prayers,Prayers,9
http://bnb.data.bl.uk/id/resource/005650056,Income distribution,Income distribution,4
http://bnb.data.bl.uk/id/resource/005650058,"Humorous stories, English","Humorous stories, English",11
http://bnb.data.bl.uk/id/resource/005650062,General Certificate of Secondary Education--Study guides,General Certificate of Secondary Education,107
http://bnb.data.bl.uk/id/resource/005650065,Local government--Great Britain,Local government,62
http://bnb.data.bl.uk/id/resource/005650068,Picture puzzles--Juvenile literature,Picture puzzles,4
http://bnb.data.bl.uk/id/resource/005650071,Reading (Elementary),Reading (Elementary),39
http://bnb.data.bl.uk/id/resource/005650075,Industrial safety--Ireland,Industrial safety,59
http://bnb.data.bl.uk/id/resource/005650076,Regional planning--Scotland--Caithness,Regional planning,319
http://bnb.data.bl.uk/id/resource/005650094,Students--Services for--Scotland,Students,12
http://bnb.data.bl.uk/id/resource/005650099,Consumer education--Ireland,Consumer education,1
http://bnb.data.bl.uk/id/resource/005650100,Regional planning--Scotland--Falkirk,Regional planning,319
http://bnb.data.bl.uk/id/resource/005650101,"Mathematics--Examinations, questions, etc.",Mathematics,1650
http://bnb.data.bl.uk/id/resource/005650103,"Mathematics--Examinations, questions, etc.",Mathematics,1650
http://bnb.data.bl.uk/id/resource/005650105,"World War, 1939-1945--Yugoslavia--Fiction","World War, 1939-1945",171
http://bnb.data.bl.uk/id/resource/005650106,Mathematics--Study and teaching (Secondary),Mathematics,1650
http://bnb.data.bl.uk/id/resource/005650114,"Richard III, King of England, 1452-1485--Drama","Richard III, King of England, 1452-1485",3
http://bnb.data.bl.uk/id/resource/005650123,Museums--Great Britain--Evaluation,Museums,21
http://bnb.data.bl.uk/id/resource/005650140,Petroleum industry and trade--Great Britain,Petroleum industry and trade,48
http://bnb.data.bl.uk/id/resource/005650142,United States--History,United States,262
http://bnb.data.bl.uk/id/resource/005650149,"Theology, Doctrinal","Theology, Doctrinal",40
http://bnb.data.bl.uk/id/resource/005650151,Vocational education--Northern Ireland--Evaluation,Vocational education,121
http://bnb.data.bl.uk/id/resource/005650154,City planning--India--Chandīgarh,City planning,146
http://bnb.data.bl.uk/id/resource/005650156,Polymers,Polymers,31
http://bnb.data.bl.uk/id/resource/005650158,Market surveys,Market surveys,220
http://bnb.data.bl.uk/id/resource/005650160,Welfare economics,Welfare economics,5
http://bnb.data.bl.uk/id/resource/005650161,Rural development projects--Ireland,Rural development projects,2
http://bnb.data.bl.uk/id/resource/005650170,"Royce, Josiah, 1855-1916--Criticism and interpretation","Royce, Josiah, 1855-1916",90
http://bnb.data.bl.uk/id/resource/005650171,"Royce, Josiah, 1855-1916--Criticism and interpretation","Royce, Josiah, 1855-1916",90
